"","year","trat","Cost","Price","gain","prob"
"8733",1985,"2x",15,0.125,"169.836857970594",0.962698658286443
"8734",1985,"2x",15,0.125,"86.3487461135751",0.999952769596056
"8735",1985,"2x",15,0.125,"131.954660632626",0.996979201048115
"8736",1985,"2x",15,0.125,"141.026978278726",0.994048052920785
"8737",1985,"2x",15,0.125,"40.3497156198966",0.999999804478628
"8738",1985,"2x",15,0.125,"135.150695786418",0.996142580108203
"8739",1985,"2x",15,0.125,"132.069245776737",0.996952287648682
"8740",1985,"2x",15,0.125,"169.065111557714",0.964267402799952
"8741",1986,"2x",15,0.125,"283.586025470959",0.122512171474442
"8742",1986,"2x",15,0.125,"229.660844750618",0.608635482617231
"8743",1986,"2x",15,0.125,"224.319040694279",0.662114241229506
"8744",1986,"2x",15,0.125,"224.952900109363",0.655912876294259
"8745",1986,"2x",15,0.125,"203.559591734824",0.834458079659705
"8746",1986,"2x",15,0.125,"294.275671245742",0.0738599241897697
"8747",1986,"2x",15,0.125,"229.496968375314",0.610313140012004
"8748",1986,"2x",15,0.125,"287.511853153639",0.102536710923174
"8749",1986,"2x",15,0.125,"231.691271655532",0.587690921005924
"8750",1986,"2x",15,0.125,"309.821571773875",0.0312824893883207
"8751",1987,"2x",15,0.125,"163.008443839056",0.981348360600396
"8752",1987,"2x",15,0.125,"208.379599103725",0.803794407964189
"8753",1987,"2x",15,0.125,"175.293377335207",0.959953997971444
"8754",1987,"2x",15,0.125,"230.103786633203",0.605522499978664
"8755",1987,"2x",15,0.125,"246.004515821424",0.435492619412678
"8756",1987,"2x",15,0.125,"279.944914132344",0.13997979205169
"8757",1987,"2x",15,0.125,"197.151825275835",0.876758880071424
"8758",1987,"2x",15,0.125,"243.720778730161",0.459919006649869
"8759",1987,"2x",15,0.125,"177.45700979085",0.954641884994084
"8760",1987,"2x",15,0.125,"206.768165773496",0.815630547363859
"8761",1988,"2x",15,0.125,"253.03784723173",0.414390527240533
"8762",1988,"2x",15,0.125,"242.0067506766",0.486722876717547
"8763",1988,"2x",15,0.125,"78.102592112967",0.99637862557569
"8764",1988,"2x",15,0.125,"263.785921871991",0.346587966122685
"8765",1988,"2x",15,0.125,"197.022328617446",0.762043623262271
"8766",1988,"2x",15,0.125,"232.161391059443",0.551725827735664
"8767",1988,"2x",15,0.125,"140.02308810616",0.951378204946162
"8768",1988,"2x",15,0.125,"139.935551652641",0.951524477611354
"8769",1988,"2x",15,0.125,"157.35052619316",0.914804323133971
"8770",1988,"2x",15,0.125,"175.366904641328",0.858162639351607
"8771",1989,"2x",15,0.125,"201.353282755419",0.859464962613754
"8772",1989,"2x",15,0.125,"251.781259621571",0.371229729823948
"8773",1989,"2x",15,0.125,"201.45771737116",0.858813928070232
"8774",1989,"2x",15,0.125,"222.913645658026",0.683164290347352
"8775",1989,"2x",15,0.125,"220.081338231644",0.710745275095076
"8776",1989,"2x",15,0.125,"243.138165257229",0.465125741250854
"8777",1989,"2x",15,0.125,"165.162650771897",0.981570982811588
"8778",1989,"2x",15,0.125,"247.182294223267",0.420612952360468
"8779",1989,"2x",15,0.125,"167.909881290013",0.977821870060563
"8780",1989,"2x",15,0.125,"273.545936574831",0.174726786335793
"8781",1990,"2x",15,0.125,"445.631751122613",0.00667277869083294
"8782",1990,"2x",15,0.125,"523.891199257208",0.000317594755763762
"8783",1990,"2x",15,0.125,"469.056616596952",0.00292306672137044
"8784",1990,"2x",15,0.125,"577.917629294215",2.38891187465118e-05
"8785",1990,"2x",15,0.125,"428.272446725709",0.0117402722540084
"8786",1990,"2x",15,0.125,"352.572722740828",0.0877705307335072
"8787",1990,"2x",15,0.125,"311.772273792793",0.19388964413068
"8788",1990,"2x",15,0.125,"411.763614710433",0.0193732238779848
"8789",1990,"2x",15,0.125,"380.627033230944",0.0453042872661648
